245,Immortal Beloved
246,Heavyweights
247,The Hunted
248,I.Q.
249,Interview with the Vampire
250,Jefferson in Paris
251,The Jerky Boys
252,Junior
253,Just Cause
254,A Kid in King Arthur's Court
255,Kiss of Death
256,Star Wars
257,Little Women
258,A Little Princess
259,Ladybird Ladybird
260,L'Enfer
261,Like Water for Chocolate
262,Legends of the Fall
263,Major Payne
264,Little Odessa
265,Mi Vida Loca
266,Love Affair
267,Losing Isaiah
268,The Madness of King George
269,Mary Shelley's Frankenstein
270,Man of the House
271,Mixed Nuts
272,Milk Money
273,Miracle on 34th Street
274,Miami Rhapsody
275,My Family
276,Murder in the First
277,Nobody's Fool
278,Nell
279,New Jersey Drive
281,Beyond Bedlam
283,Nina Takes a Lover
284,Natural Born Killers
285,Only You
286,Once Were Warriors
287,Poison Ivy II: Lily
288,Outbreak
289,Leon: The Professional
290,The Perez Family
291,A Pyromaniac's Love Story
292,Pulp Fiction
295,Priest
296,Quiz Show
297,Picture Bride
298,Queen Margot
299,The Quick and the Dead
300,Roommates
301,Prêt-à-Porter
302,Three Colors: Red
303,Three Colors: Blue
304,Three Colors: White
305,"Red Firecracker, Green Firecracker"
308,Stuart Saves His Family
309,The Swan Princess
310,The Secret of Roan Inish
311,The Specialist
312,Stargate
313,The Santa Clause
314,The Shawshank Redemption
315,Shallow Grave
316,Suture
317,Strawberry and Chocolate
318,Swimming with Sharks
319,The Sum of Us
320,Senior Trip
321,To Live
322,Tank Girl
323,Tales from the Crypt: Demon Knight
324,Star Trek: Generations
325,Tales from the Hood
326,Tom & Viv
327,Village of the Damned
328,Tommy Boy
329,Vanya on 42nd Street
330,The Underneath
331,The Walking Dead
332,What's Eating Gilbert Grape
333,Virtuosity
334,While You Were Sleeping
335,The War
336,Double Happiness
337,Muriel's Wedding
338,The Baby-Sitters Club
339,Ace Ventura: Pet Detective
340,"The Adventures of Priscilla, Queen of the Desert"
341,Backbeat
342,Bitter Moon
343,Bullets Over Broadway
344,Clear and Present Danger
345,The Client
346,"Corrina, Corrina"
347,Crooklyn
348,The Crow
349,Cobb
350,The Flintstones
351,Forrest Gump
352,Four Weddings and a Funeral
353,Higher Learning
355,I Love Trouble
356,It Could Happen to You
357,The Jungle Book
358,"The Wonderful, Horrible Life of Leni Riefenstahl"
359,The Lion King
360,Little Buddha
361,New Nightmare
362,The Mask
363,Maverick
364,Mrs. Parker and the Vicious Circle
365,The Naked Gun 33⅓: The Final Insult
366,The Paper
367,Reality Bites
368,Red Rock West
369,Ri¢hie Ri¢h
370,Safe Passage
371,The River Wild
372,Speed
373,Speechless
374,Timecop
375,True Lies
376,When a Man Loves a Woman
377,Wolf
378,Wyatt Earp
379,Bad Company
382,A Low Down Dirty Shame
383,"Boys Life: Three Stories of Love, Lust, and Liberation"
384,Colonel Chabert
385,"Faster, Pussycat! Kill! Kill!"
386,Jason's Lyric
387,The Secret Adventures of Tom Thumb
388,Street Fighter
396,Mirage
400,Highlander: The Final Dimension
402,In the Mouth of Madness
403,8 Seconds
404,Above the Rim
405,Addams Family Values
407,The Age of Innocence
408,Airheads
409,The Air Up There
410,Another Stakeout
411,Bad Girls
412,Barcelona
413,Being Human
414,The Beverly Hillbillies
415,Beverly Hills Cop III
416,Black Beauty
417,Blink
418,Blown Away
419,Blue Chips
420,Blue Sky
421,Body Snatchers
422,Boxing Helena
423,A Bronx Tale
424,Cabin Boy
426,Carlito's Way
427,City Slickers II: The Legend of Curly's Gold
428,Clean Slate
429,Cliffhanger
430,Coneheads
431,Color of Night
432,Cops & Robbersons
433,The Cowboy Way
434,Dangerous Game
435,Dave
436,Dazed and Confused
437,Demolition Man
438,The Endless Summer 2
439,Even Cowgirls Get the Blues
440,Fatal Instinct
441,Farewell My Concubine
442,The Favor
443,Fearless
444,Fear of a Black Hat
445,With Honors
446,Flesh and Bone
447,Widows' Peak
448,For Love or Money
449,The Firm
450,Free Willy
451,Fresh
452,The Fugitive
453,Geronimo: An American Legend
454,The Getaway
455,Getting Even with Dad
456,Go Fish
458,Guilty as Sin
459,Hard Target
460,Heaven & Earth
461,Hot Shots! Part Deux
462,Live Nude Girls
463,The Englishman Who Went Up a Hill But Came Down a Mountain
464,The House of the Spirits
465,House Party 3
466,The Hudsucker Proxy
467,I'll Do Anything
468,In the Army Now
469,In the Line of Fire
470,In the Name of the Father
471,The Inkwell
472,What's Love Got to Do with It
474,Judgment Night
475,Jurassic Park
476,Kalifornia
477,Killing Zoe
478,King of the Hill
479,Lassie
480,Last Action Hero
481,Life With Mikey
482,Lightning Jack
483,M. Butterfly
484,Made in America
485,Malice
486,The Man without a Face
487,Manhattan Murder Mystery
488,Menace II Society
489,Executive Decision
490,In the Realm of the Senses
491,What Happened Was...
492,Much Ado About Nothing
493,Mr. Jones
494,Mr. Wonderful
495,Mrs. Doubtfire
496,Naked
497,The Next Karate Kid
499,No Escape
500,North
501,Orlando
502,A Perfect World
503,Philadelphia
504,The Piano
505,Poetic Justice
506,The Program
507,The Puppet Masters
508,Radioland Murders
509,The Ref
510,The Remains of the Day
511,Renaissance Man
512,Rising Sun
513,The Road to Wellville
514,RoboCop 3
515,Robin Hood: Men in Tights
516,Romeo Is Bleeding
517,Romper Stomper
518,Ruby in Paradise
519,Rudy
521,Savage Nights
522,Schindler's List
523,The Scout
524,Searching for Bobby Fischer
526,The Secret Garden
527,Serial Mom
528,The Shadow
529,Shadowlands
530,Short Cuts
531,A Simple Twist of Fate
532,Sirens
533,Six Degrees of Separation
534,Sleepless in Seattle
535,Sliver
536,Blade Runner
537,Son in Law
538,So I Married an Axe Murderer
539,Striking Distance
541,Super Mario Bros.
542,Surviving the Game
543,Terminal Velocity
544,Thirty Two Short Films About Glenn Gould
545,Threesome
546,The Nightmare Before Christmas
547,The Three Musketeers
548,Tombstone
549,Trial by Jury
550,True Romance
551,The War Room
552,The Pagemaster
553,"Paris, France"
555,Killer
556,Welcome to the Dollhouse
557,Germinal
558,Chasers
559,Cronos
561,Kika
562,Bhaji on the Beach
563,Little Big League
565,Wide Eyed and Legless
567,"Ciao, Professore!"
568,Spanking the Monkey
569,The Little Rascals
571,Andre
573,Princess Caraboo
574,The Celluloid Closet
575,Café au Lait
578,The Brady Bunch Movie
579,Home Alone
580,Ghost
581,Aladdin
582,Terminator 2: Judgment Day
583,Dances with Wolves
585,Batman
586,The Silence of the Lambs
587,Snow White and the Seven Dwarfs
588,Beauty and the Beast
589,Pinocchio
590,Pretty Woman
592,The Wild Bunch
593,Love and a .45
596,Bye Bye Love
597,One Fine Day
598,Candyman: Farewell to the Flesh
600,Fargo
601,Homeward Bound II: Lost in San Francisco
602,Heavy Metal
603,Hellraiser: Bloodline
604,The Pallbearer
605,Jane Eyre
606,Loaded
607,Bread and Chocolate
608,The Aristocats
609,The Flower of My Secret
611,Ed
612,Scream of Stone
613,My Favorite Season
617,A Thin Line Between Love and Hate
618,The Last Supper
619,Primal Fear
621,Carried Away
622,All Dogs Go to Heaven 2
623,Land and Freedom
624,Denise Calls Up
626,A Family Thing
628,Sgt. Bilko
629,Jack & Sarah
630,Girl 6
631,Diabolique
637,Courage Under Fire
638,Mission: Impossible
640,Moll Flanders
641,The Superwife
643,DragonHeart
646,Eddie
649,Purple Noon
651,James and the Giant Peach
652,Fear
653,Kids in the Hall: Brain Candy
654,Faithful
655,Underground
657,Bloodsport II
658,Pather Panchali
659,The World of Apu
660,Mystery Science Theater 3000: The Movie
662,Space Jam
663,Barbarella
666,Some Folks Call It a Sling Blade
667,The Run of the Country
668,Alphaville
669,Coup de Torchon
673,It's My Party
674,Country Life
675,Operation Dumbo Drop
676,The Promise
677,Mrs. Winterbourne
678,Solo
680,The Substitute
681,True Crime
682,Butterfly Kiss
683,Feeling Minnesota
684,Delta of Venus
686,Angus
688,Faces
689,Boys
690,The Quest
691,Cosi
693,Mulholland Falls
694,The Truth About Cats & Dogs
695,Oliver & Company
696,Celtic Pride
697,Flipper
700,Dead Man
701,The Horseman on the Roof
704,The Visitors
705,Multiplicity
706,"The Haunted World of Edward D. Wood, Jr."
708,The Craft
709,The Great White Hype
710,Last Dance
712,Cold Comfort Farm
714,Heaven's Prisoners
716,The Rock
718,Cemetery Man
719,Twister
720,Barb Wire
723,Ghost in the Shell
724,Thinner
725,Spy Hard
727,A Close Shave
728,Force of Evil
729,The Stupids
730,The Arrival
732,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
735,A Month by the Lake
736,Gold Diggers: The Secret of Bear Mountain
737,Kim
738,Carmen Miranda: Bananas Is My Business
739,Ashes of Time
741,Maya Lin: A Strong Clear Vision
742,Stalingrad
743,The Phantom
744,Striptease
746,Heavy
747,Jack
748,I Shot Andy Warhol
749,The Grass Harp
755,Spirits of the Dead
758,Trainspotting
759,Til There Was You
760,Independence Day
761,Stealing Beauty
762,The Fan
763,The Hunchback of Notre Dame
764,The Cable Guy
765,Kingpin
766,Eraser
767,The Gate of Heavenly Peace
768,The Nutty Professor
772,My Life and Times With Antonin Artaud
777,Daylight
778,The Frighteners
779,Lone Star
780,Harriet the Spy
781,Phenomenon
782,Walking and Talking
783,She's the One
784,A Time to Kill
785,American Buffalo
787,Alaska
788,Fled
789,Kazaam
791,Larger Than Life
794,Two Deaths
795,A Very Brady Sequel
797,Death in the Garden
800,Kaspar Hauser
804,The Adventures of Pinocchio
805,Joe's Apartment
806,The First Wives Club
807,Stonewall
808,Ransom
809,High School High
810,Phat Beach
811,Foxfire
812,Chain Reaction
813,Matilda
814,Emma
815,The Crow: City of Angels
816,House Arrest
817,Eyes Without a Face
818,Bordello of Blood
820,The Story of Xinghua
821,The Day the Sun Turned Cold
822,Flirt
824,The Spitfire Grill
825,Escape from L.A.
826,Cyclo
827,Basquiat
828,Tin Cup
830,The Ballad of Narayama
834,The Godfather
836,Police Story 3: Supercop
838,Wife
839,Small Faces
840,Bound
841,Carpool
843,Kansas City
844,Gone Fishin'
846,Vive L'Amour
849,Nothing to Lose
850,Project S
853,The Relic
854,The Island of Dr. Moreau
855,First Kid
856,The Trigger Effect
858,Bogus
859,Bulletproof
861,The Land Before Time III: The Time of the Great Giving
862,1-900
864,Halloween: The Curse of Michael Myers
865,Twelfth Night
866,Mother Night
869,Wild Reeds
870,For Whom the Bell Tolls
871,The Philadelphia Story
872,Singin' in the Rain
873,An American in Paris
874,Funny Face
875,Breakfast at Tiffany's
876,Vertigo
877,Rear Window
878,It Happened One Night
879,Gaslight
880,The Gay Divorcee
881,North by Northwest
882,The Apartment
883,Some Like It Hot
884,Charade
885,Casablanca
886,The Maltese Falcon
887,My Fair Lady
888,Sabrina
889,Roman Holiday
890,The Little Princess
891,Meet Me in St. Louis
892,The Wizard of Oz
893,Gone with the Wind
894,My Favorite Year
895,Sunset Boulevard
896,Citizen Kane
897,2001: A Space Odyssey
899,All About Eve
900,The Women
901,Rebecca
902,Foreign Correspondent
903,Notorious
904,Spellbound
905,An Affair to Remember
906,To Catch a Thief
907,Father of the Bride
908,The Band Wagon
909,Ninotchka
910,Love in the Afternoon
911,Gigi
912,The Reluctant Debutante
913,The Adventures of Robin Hood
914,The Mark of Zorro
915,Laura
916,The Ghost and Mrs. Muir
917,Lost Horizon
918,Top Hat
919,To Be or Not to Be
920,My Man Godfrey
921,Giant
922,East of Eden
923,The Thin Man
924,His Girl Friday
925,Around the World in Eighty Days
926,It's a Wonderful Life
927,Mr. Smith Goes to Washington
928,Bringing Up Baby
929,Penny Serenade
930,The Scarlet Letter
933,Angel on My Shoulder
934,Little Lord Fauntleroy
935,They Made Me a Criminal
936,The Inspector General
937,Angel and the Badman
938,The 39 Steps
939,A Walk in the Sun
941,Night of the Living Dead
942,The African Queen
943,Beat the Devil
944,Cat on a Hot Tin Roof
945,The Last Time I Saw Paris
946,Meet John Doe
949,A Farewell to Arms
952,"Yes, Madam"
953,Dangerous Ground
954,Picnic
956,The Pompatus of Love
958,Fly Away Home
959,Bliss
960,Grace of My Heart
962,Maximum Risk
963,Michael Collins
964,The Rich Man's Wife
966,Big Night
967,Last Man Standing
968,Caught
969,Set It Off
970,2 Days in the Valley
974,Extreme Measures
975,The Glimmer Man
976,D3: The Mighty Ducks
977,The Chamber
978,The Apple Dumpling Gang
979,"Davy Crockett, King of the Wild Frontier"
980,Escape to Witch Mountain
981,The Love Bug
982,Herbie Rides Again
983,Old Yeller
984,The Parent Trap
985,Pollyanna
986,Homeward Bound: The Incredible Journey
987,The Shaggy Dog
988,Swiss Family Robinson
989,That Darn Cat!
990,"20,000 Leagues Under the Sea"
991,Cool Runnings
992,Angels in the Outfield
993,Cinderella
994,Winnie the Pooh and the Blustery Day
995,The Three Caballeros
996,The Sword in the Stone
997,So Dear to My Heart
998,Robin Hood: Prince of Thieves
999,Mary Poppins
1000,Dumbo
1001,Pete's Dragon
1002,Bedknobs and Broomsticks
1003,Alice in Wonderland
1004,The Fox and the Hound
1005,Freeway
1006,The Sound of Music
1007,Die Hard
1008,The Lawnmower Man
1011,The Secret Agent
1012,Secrets & Lies
1013,That Thing You Do!
1014,To Gillian on Her 37th Birthday
1015,Surviving Picasso
1017,Beautiful Thing
1018,The Long Kiss Goodnight
1019,The Ghost and the Darkness
1020,Looking for Richard
1021,Trees Lounge
1023,Normal Life
1024,Get on the Bus
1025,Shadow Conspiracy
1026,Jude
1027,Everyone Says I Love You
1029,Romeo + Juliet
1030,Swingers
1031,Sleepers
1033,Johns
1034,Aladdin and the King of Thieves
1036,Shall We Dance
1037,A Damsel in Distress
1038,Crossfire
1039,"Murder, My Sweet"
1042,Willy Wonka & the Chocolate Factory
1044,The Innocents
1045,Sleeper
1046,Bananas
1047,A Fish Called Wanda
1048,Life of Brian
1049,Victor/Victoria
1050,The Candidate
1051,The Great Race
1052,Bonnie and Clyde
1053,The Old Man and the Sea
1054,Dial M for Murder
1055,Madame Butterfly
1056,Dirty Dancing
1057,Reservoir Dogs
1058,Platoon
1059,Weekend at Bernie's
1060,Basic Instinct
1061,The Doors
1062,The Crying Game
1063,Glengarry Glen Ross
1064,Sophie's Choice
1065,E.T. the Extra-Terrestrial
1067,A Christmas Carol
1068,Days of Thunder
1069,Top Gun
1071,Rebel Without a Cause
1072,A Streetcar Named Desire
1073,Children of the Corn IV: The Gathering
1077,Microcosmos
1078,Palookaville
1079,The Associate
1080,The Funeral
1086,The People vs. Larry Flynt
1088,A Perfect Candidate
1089,On Golden Pond
1090,The Return of the Pink Panther
1091,Drop Dead Fred
1092,The Abyss
1093,The Fog
1094,Escape from New York
1095,The Howling
1096,Jean de Florette
1097,Manon of the Spring
1099,Private Benjamin
1100,Monty Python and the Holy Grail
1101,Hustler White
1107,Snowriders
1109,When We Were Kings
1110,The Wrong Trousers
1112,The Return of Martin Guerre
1113,Faust
1114,He Walked by Night
1115,Raw Deal
1116,T-Men
1122,The Tin Drum
1123,The Ruling Class
1124,Mina Tannenbaum
1125,2 or 3 Things I Know About Her
1126,The Bloody Child
1127,Dear God
1128,Bad Moon
1129,American Dream
1131,Bob Roberts
1132,Cinema Paradiso
1133,"The Cook, the Thief, His Wife & Her Lover"
1134,Dead Tired
1135,Delicatessen
1136,The Double Life of Veronique
1137,Enchanted April
1138,Paths of Glory
1139,The Grifters
1140,Hear My Song
1141,The Shooter
1142,The English Patient
1143,Mediterraneo
1144,My Left Foot: The Story of Christy Brown
1145,"Sex, Lies, and Videotape"
1146,Passion Fish
1147,Strictly Ballroom
1148,The Thin Blue Line
1149,Tie Me Up! Tie Me Down!
1150,Madonna: Truth or Dare
1151,Paris is Burning
1152,One Flew Over the Cuckoo's Nest
1153,Up in Smoke
1154,The Empire Strikes Back
1155,The Princess Bride
1156,Raiders of the Lost Ark
1157,Brazil
1158,Aliens
1159,"The Good, the Bad and the Ugly"
1160,Withnail & I
1161,12 Angry Men
1162,Lawrence of Arabia
1163,A Clockwork Orange
1164,To Kill a Mockingbird
1165,Apocalypse Now
1166,Once Upon a Time in the West
1167,Return of the Jedi
1168,Wings of Desire
1169,The Third Man
1170,GoodFellas
1171,Alien
1172,Army of Darkness
1173,The Big Blue
1174,Ran
1175,The Killer
1176,Psycho
1177,The Blues Brothers
1178,The Godfather: Part II
1179,Full Metal Jacket
1180,A Grand Day Out
1181,Henry V
1182,Amadeus
1183,The Quiet Man
1184,Once Upon a Time in America
1185,Raging Bull
1186,Annie Hall
1187,The Right Stuff
1188,Stalker
1189,Das Boot
1190,The Sting
1191,Harold and Maude
1192,Trust
1193,The Seventh Seal
1194,Local Hero
1195,The Terminator
1196,Braindead
1197,Glory
1198,Rosencrantz & Guildenstern Are Dead
1199,Manhattan
1200,Miller's Crossing
1201,Dead Poets Society
1202,The Graduate
1203,Touch of Evil
1204,La Femme Nikita
1205,The Bridge on the River Kwai
1206,8½
1207,Chinatown
1208,The Day the Earth Stood Still
1209,The Treasure of the Sierra Madre
1210,Bad Taste
1211,Duck Soup
1212,Better Off Dead...
1213,The Shining
1214,Stand by Me
1215,M
1216,Evil Dead II
1217,The Great Escape
1218,The Deer Hunter
1219,Diva
1220,Groundhog Day
1221,Unforgiven
1222,The Manchurian Candidate
1223,Pump up the Volume
1224,Arsenic and Old Lace
1225,Back to the Future
1226,Fried Green Tomatoes
1227,Patton
1228,Down by Law
1229,Akira
1230,Highlander
1231,Cool Hand Luke
1232,Cyrano de Bergerac
1233,Young Frankenstein
1234,Night on Earth
1235,Raise the Red Lantern
1236,The Great Dictator
1237,Fantasia
1238,High Noon
1239,The Big Sleep
1240,Heathers
1241,Somewhere in Time
1242,Ben-Hur
1243,This Is Spinal Tap
1244,Koyaanisqatsi
1245,Some Kind of Wonderful
1246,Indiana Jones and the Last Crusade
1247,Being There
1248,Gandhi
1249,The Unbearable Lightness of Being
1250,A Room with a View
1251,Real Genius
1252,Pink Floyd: The Wall
1253,The Killing Fields
1254,My Life as a Dog
1255,Forbidden Planet
1256,Field of Dreams
1257,The Man Who Would Be King
1258,Butch Cassidy and the Sundance Kid
1259,"Paris, Texas"
1260,Until the End of the World
1261,When Harry Met Sally...
1264,Hype!
1265,Santa with Muscles
1266,Female Perversions
1270,I'm Not Rappaport
1273,Alien³
1274,An American Werewolf in London
1275,Amityville: It's About Time
1276,Amityville 3-D
1277,Amityville: Dollhouse
1278,Amityville: A New Generation
1279,Amityville II: The Possession
1280,The Amityville Horror
1281,The Amityville Curse
1282,Blood for Dracula
1283,April Fool's Day
1284,Audrey Rose
1285,The Believers
1286,The Birds
1287,The Blob
1288,Blood Beach
1289,Body Parts
1290,The Body Snatcher
1291,Dracula
1292,Bride of Frankenstein
1293,Burnt Offerings
1294,Candyman
1295,Cape Fear
1296,Cape Fear
1297,Carrie
1298,Cat People
1299,A Nightmare on Elm Street
1300,Nosferatu
1301,Vampire in Venice
1302,The Omen
1303,Blood and Wine
1304,Albino Alligator
1305,The Mirror Has Two Faces
1306,Breaking the Waves
1307,Nightwatch
1308,Star Trek: First Contact
1309,Shine
1310,Sling Blade
1311,Jingle All the Way
1313,Paradise Lost: The Child Murders at Robin Hood Hills
1314,The Preacher's Wife
1316,Ridicule
1317,The Crucible
1318,101 Dalmatians
1320,I Can't Sleep
1321,Die Hard 2
1322,Star Trek: The Motion Picture
1323,Star Trek VI: The Undiscovered Country
1324,Star Trek V: The Final Frontier
1325,Star Trek II: The Wrath of Khan
1326,Star Trek III: The Search for Spock
1327,Star Trek IV: The Voyage Home
1328,Batman Returns
1329,Young Guns
1330,Young Guns II
1331,Grease
1332,Grease 2
1333,Marked for Death
1335,The Substance of Fire
1336,Under Siege
1338,Jaws
1339,Jaws 2
1340,Jaws 3-D
1341,My Fellow Americans
1342,Mars Attacks!
1343,Citizen Ruth
1344,Jerry Maguire
1345,Raising Arizona
1346,Tin Men
1347,Sneakers
1348,Bastard Out of Carolina
1349,In Love and War
1350,Marvin's Room
1352,Ghosts of Mississippi
1353,Night Falls on Manhattan
1354,Beavis and Butt-Head Do America
1355,La Cérémonie
1356,Scream
1357,The Last of the Mohicans
1358,Michael
1359,The Evening Star
1360,Hamlet
1362,The Whole Wide World
1363,Mother
1364,Thieves
1365,Evita
1366,The Portrait of a Lady
1367,Walkabout
1368,Message to Love: The Isle of Wight Festival
1369,Murder at 1600
1370,Hearts and Minds
1372,Fierce Creatures
1374,Turbulence
1375,Angel Baby
1376,First Strike
1377,Underworld
1378,Beverly Hills Ninja
1379,Metro
1380,The Machine
1382,The Cement Garden
1383,Dante's Peak
1385,Amos & Andrew
1386,Benny & Joon
1387,Prefontaine
1389,Guantanamera
1390,McHale's Navy
1391,Kolya
1392,Gridlock'd
1394,Waiting for Guffman
1395,Prisoner of the Mountains
1396,The Beautician and the Beast
1397,SubUrbia
1398,Hotel de Love
1399,The Pest
1400,Fools Rush In
1401,Touch
1402,Absolute Power
1403,That Darn Cat
1404,Vegas Vacation
1406,That Old Feeling
1407,Lost Highway
1408,Rosewood
1409,Donnie Brasco
1411,Booty Call
1414,City of Industry
1415,Best Men
1416,Jungle 2 Jungle
1417,Kama Sutra - A Tale of Love
1418,Private Parts
1420,The Saint
1421,Smilla's Sense of Snow
1422,The Van
1423,Crash
1424,The Daytrippers
1425,Liar Liar
1427,Selena
1428,The Devil's Own
1429,Cats Don't Dance
1430,B.A.P.S.
1431,Love and Other Catastrophes
1432,Turbo: A Power Rangers Movie
1434,Double Team
1435,Inventing the Abbotts
1436,Anaconda
1437,Grosse Pointe Blank
1438,Keys to Tulsa
1439,Kissed
1440,8 Heads in a Duffel Bag
1441,Hollow Reed
1442,Paradise Road
1443,Traveller
1447,Romy and Michele's High School Reunion
1449,Volcano
1450,Children of the Revolution
1451,Austin Powers: International Man of Mystery
1452,Breakdown
1456,"Truth or Consequences, N.M."
1458,Warriors of Virtue
1459,Fathers' Day
1460,The Fifth Element
1462,Nowhere
1463,Losing Chase
1464,Sprung
1465,The Promise
1467,Love! Valour! Compassion!
1468,Shall We Dance?
1470,Twin Town
1471,Addicted to Love
1472,Brassed Off
1473,The Designated Mourner
1474,The Lost World: Jurassic Park
1475,Ponette
1476,Schizopolis
1479,Rough Magic
1480,Trial and Error
1482,Con Air
1484,The Pillow Book
1485,To Have (Or Not)
1486,Speed 2: Cruise Control
1491,Batman & Robin
1492,Dream with the Fishes
1493,Roseanna's Grave
1495,Hercules
1498,My Best Friend's Wedding
1499,Tetsuo II: Body Hammer
1500,When the Cat's Away
1501,Contempt
1502,Face/Off
1504,Gabbeh
1508,Men in Black
1509,Out to Sea
1510,Wild America
1511,A Simple Wish
1512,Contact
1514,G.I. Jane
1515,Conan the Barbarian
1516,George of the Jungle
1517,Cop Land
1518,Event Horizon
1519,Spawn
1520,Air Bud
1521,Picture Perfect
1522,In the Company of Men
1523,Free Willy 3: The Rescue
1524,Career Girls
1525,Conspiracy Theory
1526,Desperate Measures
1527,Steel
1528,She's So Lovely
1529,Hoodlum
1530,Leave it to Beaver
1531,Mimic
1532,Money Talks
1533,Excess Baggage
1534,Kull the Conqueror
1535,Air Force One
1536,One Eight Seven
1537,The Hunt for Red October
1538,My Own Private Idaho
1539,"Kiss Me, Guido"
1540,Star Maps
1541,In & Out
1542,The Edge
1543,The Peacemaker
1544,L.A. Confidential
1545,Seven Years in Tibet
1546,Kiss the Girls
1547,Soul Food
1549,Wishmaster
1550,A Thousand Acres
1551,The Game
